GEONAME,LNTITLE,GEOID,CVAP_EST
"Carroll County, Kentucky",Remainder of Two or More Race Responses,05000US21041,0
"Carroll County, Kentucky",Hispanic or Latino,05000US21041,130
"Carter County, Kentucky",Total,05000US21043,21005
"Carter County, Kentucky",Not Hispanic or Latino,05000US21043,20860
"Carter County, Kentucky",American Indian or Alaska Native Alone,05000US21043,35
"Carter County, Kentucky",Asian Alone,05000US21043,15
"Carter County, Kentucky",Black or African American Alone,05000US21043,170
"Carter County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21043,4
"Carter County, Kentucky",White Alone,05000US21043,20510
"Carter County, Kentucky",American Indian or Alaska Native and White,05000US21043,105
"Carter County, Kentucky",Asian and White,05000US21043,15
"Carter County, Kentucky",Black or African American and White,05000US21043,0
"Carter County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21043,4
"Carter County, Kentucky",Remainder of Two or More Race Responses,05000US21043,0
"Carter County, Kentucky",Hispanic or Latino,05000US21043,145
"Casey County, Kentucky",Total,05000US21045,12185
"Casey County, Kentucky",Not Hispanic or Latino,05000US21045,12070
"Casey County, Kentucky",American Indian or Alaska Native Alone,05000US21045,55
"Casey County, Kentucky",Asian Alone,05000US21045,35
"Casey County, Kentucky",Black or African American Alone,05000US21045,80
"Casey County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21045,0
"Casey County, Kentucky",White Alone,05000US21045,11835
"Casey County, Kentucky",American Indian or Alaska Native and White,05000US21045,30
"Casey County, Kentucky",Asian and White,05000US21045,10
"Casey County, Kentucky",Black or African American and White,05000US21045,15
"Casey County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21045,10
"Casey County, Kentucky",Remainder of Two or More Race Responses,05000US21045,0
"Casey County, Kentucky",Hispanic or Latino,05000US21045,120
"Christian County, Kentucky",Total,05000US21047,52335
"Christian County, Kentucky",Not Hispanic or Latino,05000US21047,49385
"Christian County, Kentucky",American Indian or Alaska Native Alone,05000US21047,230
"Christian County, Kentucky",Asian Alone,05000US21047,515
"Christian County, Kentucky",Black or African American Alone,05000US21047,10480
"Christian County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21047,85
"Christian County, Kentucky",White Alone,05000US21047,36980
"Christian County, Kentucky",American Indian or Alaska Native and White,05000US21047,260
"Christian County, Kentucky",Asian and White,05000US21047,135
"Christian County, Kentucky",Black or African American and White,05000US21047,365
"Christian County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21047,70
"Christian County, Kentucky",Remainder of Two or More Race Responses,05000US21047,260
"Christian County, Kentucky",Hispanic or Latino,05000US21047,2950
"Clark County, Kentucky",Total,05000US21049,27265
"Clark County, Kentucky",Not Hispanic or Latino,05000US21049,26940
"Clark County, Kentucky",American Indian or Alaska Native Alone,05000US21049,30
"Clark County, Kentucky",Asian Alone,05000US21049,55
"Clark County, Kentucky",Black or African American Alone,05000US21049,1310
"Clark County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21049,0
"Clark County, Kentucky",White Alone,05000US21049,25330
"Clark County, Kentucky",American Indian or Alaska Native and White,05000US21049,160
"Clark County, Kentucky",Asian and White,05000US21049,4
"Clark County, Kentucky",Black or African American and White,05000US21049,50
"Clark County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21049,0
"Clark County, Kentucky",Remainder of Two or More Race Responses,05000US21049,0
"Clark County, Kentucky",Hispanic or Latino,05000US21049,325
"Clay County, Kentucky",Total,05000US21051,16520
"Clay County, Kentucky",Not Hispanic or Latino,05000US21051,16335
"Clay County, Kentucky",American Indian or Alaska Native Alone,05000US21051,60
"Clay County, Kentucky",Asian Alone,05000US21051,0
"Clay County, Kentucky",Black or African American Alone,05000US21051,790
"Clay County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21051,0
"Clay County, Kentucky",White Alone,05000US21051,15340
"Clay County, Kentucky",American Indian or Alaska Native and White,05000US21051,50
"Clay County, Kentucky",Asian and White,05000US21051,10
"Clay County, Kentucky",Black or African American and White,05000US21051,30
"Clay County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21051,55
"Clay County, Kentucky",Remainder of Two or More Race Responses,05000US21051,0
"Clay County, Kentucky",Hispanic or Latino,05000US21051,185
"Clinton County, Kentucky",Total,05000US21053,7655
"Clinton County, Kentucky",Not Hispanic or Latino,05000US21053,7630
"Clinton County, Kentucky",American Indian or Alaska Native Alone,05000US21053,0
"Clinton County, Kentucky",Asian Alone,05000US21053,10
"Clinton County, Kentucky",Black or African American Alone,05000US21053,30
"Clinton County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21053,0
"Clinton County, Kentucky",White Alone,05000US21053,7570
"Clinton County, Kentucky",American Indian or Alaska Native and White,05000US21053,20
"Clinton County, Kentucky",Asian and White,05000US21053,0
"Clinton County, Kentucky",Black or African American and White,05000US21053,0
"Clinton County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21053,0
"Clinton County, Kentucky",Remainder of Two or More Race Responses,05000US21053,0
"Clinton County, Kentucky",Hispanic or Latino,05000US21053,25
"Crittenden County, Kentucky",Total,05000US21055,7045
"Crittenden County, Kentucky",Not Hispanic or Latino,05000US21055,7020
"Crittenden County, Kentucky",American Indian or Alaska Native Alone,05000US21055,10
"Crittenden County, Kentucky",Asian Alone,05000US21055,4
"Crittenden County, Kentucky",Black or African American Alone,05000US21055,115
"Crittenden County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21055,0
"Crittenden County, Kentucky",White Alone,05000US21055,6855
"Crittenden County, Kentucky",American Indian or Alaska Native and White,05000US21055,15
"Crittenden County, Kentucky",Asian and White,05000US21055,4
"Crittenden County, Kentucky",Black or African American and White,05000US21055,0
"Crittenden County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21055,0
"Crittenden County, Kentucky",Remainder of Two or More Race Responses,05000US21055,10
"Crittenden County, Kentucky",Hispanic or Latino,05000US21055,25
"Cumberland County, Kentucky",Total,05000US21057,5265
"Cumberland County, Kentucky",Not Hispanic or Latino,05000US21057,5265
"Cumberland County, Kentucky",American Indian or Alaska Native Alone,05000US21057,0
"Cumberland County, Kentucky",Asian Alone,05000US21057,0
"Cumberland County, Kentucky",Black or African American Alone,05000US21057,185
"Cumberland County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21057,0
"Cumberland County, Kentucky",White Alone,05000US21057,5035
"Cumberland County, Kentucky",American Indian or Alaska Native and White,05000US21057,4
"Cumberland County, Kentucky",Asian and White,05000US21057,20
"Cumberland County, Kentucky",Black or African American and White,05000US21057,15
"Cumberland County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21057,0
"Cumberland County, Kentucky",Remainder of Two or More Race Responses,05000US21057,0
"Cumberland County, Kentucky",Hispanic or Latino,05000US21057,0
"Daviess County, Kentucky",Total,05000US21059,73125
"Daviess County, Kentucky",Not Hispanic or Latino,05000US21059,72310
"Daviess County, Kentucky",American Indian or Alaska Native Alone,05000US21059,105
"Daviess County, Kentucky",Asian Alone,05000US21059,280
"Daviess County, Kentucky",Black or African American Alone,05000US21059,3330
"Daviess County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21059,0
"Daviess County, Kentucky",White Alone,05000US21059,68010
"Daviess County, Kentucky",American Indian or Alaska Native and White,05000US21059,185
"Daviess County, Kentucky",Asian and White,05000US21059,60
"Daviess County, Kentucky",Black or African American and White,05000US21059,320
"Daviess County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21059,15
"Daviess County, Kentucky",Remainder of Two or More Race Responses,05000US21059,0
"Daviess County, Kentucky",Hispanic or Latino,05000US21059,815
"Edmonson County, Kentucky",Total,05000US21061,9665
"Edmonson County, Kentucky",Not Hispanic or Latino,05000US21061,9590
"Edmonson County, Kentucky",American Indian or Alaska Native Alone,05000US21061,20
"Edmonson County, Kentucky",Asian Alone,05000US21061,0
"Edmonson County, Kentucky",Black or African American Alone,05000US21061,170
"Edmonson County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21061,0
"Edmonson County, Kentucky",White Alone,05000US21061,9305
"Edmonson County, Kentucky",American Indian or Alaska Native and White,05000US21061,60
"Edmonson County, Kentucky",Asian and White,05000US21061,0
"Edmonson County, Kentucky",Black or African American and White,05000US21061,10
"Edmonson County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21061,4
"Edmonson County, Kentucky",Remainder of Two or More Race Responses,05000US21061,20
"Edmonson County, Kentucky",Hispanic or Latino,05000US21061,75
"Elliott County, Kentucky",Total,05000US21063,6235
"Elliott County, Kentucky",Not Hispanic or Latino,05000US21063,6220
"Elliott County, Kentucky",American Indian or Alaska Native Alone,05000US21063,4
"Elliott County, Kentucky",Asian Alone,05000US21063,0
"Elliott County, Kentucky",Black or African American Alone,05000US21063,180
"Elliott County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21063,0
"Elliott County, Kentucky",White Alone,05000US21063,6035
"Elliott County, Kentucky",American Indian or Alaska Native and White,05000US21063,0
"Elliott County, Kentucky",Asian and White,05000US21063,0
"Elliott County, Kentucky",Black or African American and White,05000US21063,0
"Elliott County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21063,0
"Elliott County, Kentucky",Remainder of Two or More Race Responses,05000US21063,0
"Elliott County, Kentucky",Hispanic or Latino,05000US21063,15
"Estill County, Kentucky",Total,05000US21065,11235
"Estill County, Kentucky",Not Hispanic or Latino,05000US21065,11205
"Estill County, Kentucky",American Indian or Alaska Native Alone,05000US21065,10
"Estill County, Kentucky",Asian Alone,05000US21065,0
"Estill County, Kentucky",Black or African American Alone,05000US21065,15
"Estill County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21065,4
"Estill County, Kentucky",White Alone,05000US21065,11030
"Estill County, Kentucky",American Indian or Alaska Native and White,05000US21065,115
"Estill County, Kentucky",Asian and White,05000US21065,0
"Estill County, Kentucky",Black or African American and White,05000US21065,4
"Estill County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21065,0
"Estill County, Kentucky",Remainder of Two or More Race Responses,05000US21065,25
"Estill County, Kentucky",Hispanic or Latino,05000US21065,30
"Fayette County, Kentucky",Total,05000US21067,227870
"Fayette County, Kentucky",Not Hispanic or Latino,05000US21067,222610
"Fayette County, Kentucky",American Indian or Alaska Native Alone,05000US21067,405
"Fayette County, Kentucky",Asian Alone,05000US21067,3455
"Fayette County, Kentucky",Black or African American Alone,05000US21067,32350
"Fayette County, Kentucky",Native Hawaiian or Other Pacific Islander Alone,05000US21067,90
"Fayette County, Kentucky",White Alone,05000US21067,182585
"Fayette County, Kentucky",American Indian or Alaska Native and White,05000US21067,800
"Fayette County, Kentucky",Asian and White,05000US21067,795
"Fayette County, Kentucky",Black or African American and White,05000US21067,1390
"Fayette County, Kentucky",American Indian or Alaska Native and Black or African American,05000US21067,280
"Fayette County, Kentucky",Remainder of Two or More Race Responses,05000US21067,465
"Fayette County, Kentucky",Hispanic or Latino,05000US21067,5255
"Fleming County, Kentucky",Total,05000US21069,10965
"Fleming County, Kentucky",Not Hispanic or Latino,05000US21069,10905
"Fleming County, Kentucky",American Indian or Alaska Native Alone,05000US21069,4
"Fleming County, Kentucky",Asian Alone,05000US21069,0
